Date,Technology,Healthcare,Financials,ConsumerCyclical,ConsumerDefensive,Energy,Utilities,RealEstate,Materials,Industrials,CommunicationServices
11/29/2021,0,0,0,0,0,0,-45000,0,0,0,0
11/30/2021,-338532,67938,-979712,-31307,0,0,0,0,0,-176011,0
12/01/2021,-30295,123704,29010,-263174,0,0,0,-59500,-655511,-98452,0
12/02/2021,0,0,0,0,0,0,0,0,0,0,-88270
12/03/2021,167758,0,0,0,3225,82197,0,0,0,0,-32812
12/06/2021,0,0,-30306,0,0,0,0,0,0,0,-36561
12/07/2021,178021,155318,0,180715,0,-42600,80500,0,0,0,0
12/09/2021,0,0,0,-35226,0,0,0,0,0,0,0
12/10/2021,-39181,0,-558181,0,0,0,120099,30024,0,56296,0
12/14/2021,-243928,-35534,0,45899,0,54760,0,0,0,0,0
12/30/2021,0,-136055,0,0,0,-30934,0,0,0,0,0
01/03/2022,0,0,76442,0,0,-34625,0,0,0,0,-40532
01/04/2022,-319607,-39361,-166390,216433,-75435,11422,-268463,0,-79673,-180158,-296162
01/05/2022,0,53442,0,0,0,74274,-119500,0,0,0,-178988
01/06/2022,0,0,39622,0,0,22719,0,108389,0,-61750,-308357
01/07/2022,-103277,38609,0,-36702,-114600,164114,0,0,0,-205840,-146379
01/10/2022,2211065,880665,1736603,1004820,1214483,1958150,449199,6176,108238,440035,1081645
01/11/2022,331075,146193,53037,-199386,355943,-942545,-14074,48204,65061,0,-133260
01/12/2022,627911,3252277,1878809,2342901,1348948,3743102,-47250,267494,3092823,1518502,2984803
01/13/2022,-1419267,-1784986,-2831275,-309672,-804297,-2927130,-1044445,-426778,187134,-1164664,-430009
01/14/2022,1469908,-2671314,-199403,-371470,1085098,-714526,397981,-274413,1725971,592824,-610884
01/18/2022,-13340095,-12536745,-8958857,-8692019,-6636550,-4770899,-8618452,-884570,-1585204,-2993461,-6460280
01/19/2022,2255061,439336,-15340,-368503,-3082,2435191,9059,859638,336741,246773,-1618692
01/20/2022,-97733755,-87677509,-49518534,-43423305,-28640372,2619558,-16298597,-14949407,-26635175,-31607458,-63705289
01/21/2022,-595525,-499831,-1443957,-1698700,509614,459911,-4813449,-805028,-2847550,919692,-401981
01/24/2022,-3374874,1022169,-2685036,-1305914,-797260,1883169,-84472,-279672,2633135,-5960893,-949767
01/25/2022,-2208849,2657859,-1589680,1214215,-37055,-48245329,-149812,142200,1364,647102,-848953
01/26/2022,1567576,129397,1044602,-3667462,2464831,-5896196,1839467,996847,-7531979,1030123,309364
01/27/2022,9644403,1625858,2940281,3085907,3011152,-5101087,-7506856,-3751880,-3048201,460381,15269909
01/28/2022,-4862997,-9072128,-6481565,-8955977,-4603993,-6844340,-3375343,3380272,-1826835,-4494312,-7664353
01/31/2022,-1864467,2517649,-4306692,-1824280,-3809692,6120338,-620096,1758087,-1022297,-2294500,-7309398
02/01/2022,10907342,-720887,5363253,-3132428,-7433932,9346362,4409851,4583543,-588183,2728367,-2225715
02/02/2022,-16473432,6557121,-15672028,-10578326,-12114111,-12429474,-5260927,-5462571,-1182967,195232,-4397733
02/03/2022,7722353,4100885,2336940,4387776,-4811926,16473299,1559885,8450713,2304103,1800625,-2663575
02/04/2022,8079815,1632959,-3603069,-30664072,20182688,5744781,7838558,1658647,19330001,3316200,1406436
02/07/2022,-23393110,7964561,3281693,-1269632,8261854,8761467,429713,-8210775,1959011,3503758,6641188
02/08/2022,17544525,-18151561,-41518701,-2095136,-28665268,45562936,-7855737,-6086292,3259739,-2912973,-40753737
02/09/2022,-5934735,4725451,-35111282,-19717640,-37240330,-16883207,2946616,-2120021,-185944,-5820605,-11398901
02/10/2022,128465360,68053797,-5187054,-47556054,-716034,105640692,23226041,82704226,-2786360,15482700,-21817991
02/11/2022,-48983962,1443955,-34395742,-68418536,-38357149,43610617,-18305011,148591655,-40227916,17954393,17934606
02/14/2022,99572482,46612247,-210303073,-194420897,12842538,221515084,11858503,123386155,-78549418,19316809,-98907127
02/15/2022,9317295,-1435248,7327544,12435786,3954053,10926715,2340387,1975714,-2562732,6844458,-3806095
02/16/2022,-6018861,-4284124,-12641915,-2707772,-1567771,-12642367,-361646,-356145,-6955499,-3593126,8154370
02/17/2022,16257608,-8205228,12188429,7780637,5803304,8641533,482820,2671933,810409,11717913,9351886
02/18/2022,-58278,-503602,-1809234,-278618,-1125959,-1407910,-242106,-294933,-211414,-517252,-1677468
02/22/2022,0,42465,57181,0,0,152688,-196605,0,0,0,0
02/23/2022,181604,430105,48474,90306,35163,77630,37531,0,0,38249,202958
02/24/2022,0,0,0,0,0,0,0,65897,-49720,0,0
02/25/2022,652599,126921,682854,-437493,140734,257031,727314,-933903,2627606,2870,-704891
02/28/2022,0,0,0,0,0,0,0,-98634,0,0,0
03/01/2022,0,-83389,0,0,0,0,0,0,0,0,0
03/02/2022,0,0,0,132661,-239155,0,0,0,0,0,0
03/03/2022,33008,149856,-245228,373502,0,702730,597300,-676779,106814,188705,0
03/07/2022,-67242,-257065,-265237,-74061,-142486,-164096,-81467,-38806,-30771,-6987253,-613533
03/08/2022,-124807,-409452,-350392,-33979,-318151,-261344,-144658,0,0,261160,-527047
03/09/2022,-19892268,-26590843,-39958046,-69361267,-35517871,50091652,-19280078,73858157,-10167292,10709771,-29353922
03/10/2022,0,0,0,0,-35082,0,0,0,0,0,-82429
03/11/2022,-37089,-185516,86799,132465,31303,1070321,143442,-483004,-259048,-48389,-748222
03/17/2022,0,0,0,-41796,0,0,0,0,0,0,0
03/21/2022,-69708,0,-34000,95501,236368,168141,9905,0,-56319,-138053,0
03/22/2022,0,0,0,0,0,0,0,-47500,0,0,0
03/29/2022,72311,0,0,0,0,0,0,0,-214859,0,0
03/31/2022,128086,185409,37457,227416,-13497,34351,0,0,122173,0,-144169
04/01/2022,-30910,0,85993,79676,0,-66618,0,0,0,0,-38534
04/04/2022,-111739,-21345,2807,-78787,0,-84347,0,0,0,0,100260
04/05/2022,941579,4139009,219732,2420749,624766,5154320,-346530,12741,4582440,485121,5328312
04/06/2022,-99817,-18551,0,0,45207,68181,787070,0,0,0,31810
04/07/2022,-7643,708582,82014,0,-87466,-30866,0,31976,48836,31391,-93902
04/08/2022,4340285,128031,395739,827651,83625,981437,235037,222518,-35989,120707,700092
04/11/2022,-4549662,-6740378,-1040689,4569570,-8244674,310653,1249450,2346820,-13542711,4515260,-3604741
04/12/2022,-3816524,-3726229,-4764773,-3033974,-3158961,-4218508,15521,-294878,-4099171,-1958728,-3393387
04/13/2022,1057038,-888080,1003743,-369812,216199,1504252,1863629,-269266,-996525,1852261,285850
04/14/2022,-21495,1193694,55697,-491601,-686723,-4805444,-2927774,1137023,-160326,1023714,580040
04/15/2022,263203,128308,-73382,672255,0,-183496,0,0,34110,-13214,48843
04/18/2022,647679,9082,323022,73365,515323,-383386,32798,-1412882,236800,-51862,500229
04/19/2022,112323,-2845238,1549307,-1775477,-994613,-66993,293307,-307408,-2515292,-3104487,-12072469
04/20/2022,-1203010,-566161,-588404,1185329,-379420,-4915601,-2294875,867178,-171444,192277,-1989201
04/21/2022,-6736189,3657988,-3783981,954785,-1009435,-832363,10991832,2967145,-10849559,-876671,-203786
04/22/2022,1433733,-214541,-4750184,4042615,832860,-6148819,-1865297,-355310,-410940,-1020707,999137
04/25/2022,9267277,5627173,2381083,4613032,-408398,1989616,-490531,1729312,560348,9493534,8007299
04/26/2022,-2884449,-2591628,-3648508,-1063646,-2888949,860827,-1809684,1107718,-2172879,652457,14846452
04/27/2022,-7339974,-3164648,-2254155,-2167139,-1005728,-3597260,-577862,430705,-448336,-3476637,-6171097
04/28/2022,1054426,3554354,-894771,-2348877,1534894,651615,-981076,-755897,-1870830,-1758213,3112525
04/29/2022,1676798,291972,-2299312,-6939545,4778496,-51096437,1443380,-11927057,-1972648,-2093930,-179781
05/02/2022,-2408892,554290,-1968316,-8637278,-1759061,2536631,1134663,-380753,-5284654,-1045010,2402737
05/03/2022,-402165,1683002,3152237,2476394,-5693104,-141790171,1325901,-10432387,1391097,1454078,2911756
05/04/2022,-3808522,1483382,4507737,2577665,-2838536,10928032,-2789508,797467,-3253415,-6711387,-9969357
05/05/2022,-18857367,1032588,-9462538,-14928768,-8837012,-43799638,2636939,859056,48629,5807282,-2127766
05/06/2022,-19528333,3587446,-13675271,-1956187,8780873,-42307229,4588002,-2255662,-2628325,9154378,-3864788
05/09/2022,325382,2441078,-20813987,1207689,-8075607,-17071543,-1336383,13186085,2054603,-29404,7675693
05/10/2022,57261292,6835297,-16260363,-6931512,3791864,-24683209,-8583534,709992,-10216232,-540376,-4624562
05/11/2022,-28678533,41140483,-65411520,-50879165,14736802,62574023,18005978,-27125448,-19018332,15405965,5498397
05/12/2022,-3517999,-2858937,-49777229,-43583652,21983357,42108309,-61343076,-172108873,8974736,1579648,2513653
05/13/2022,-79866208,90635097,133824164,-431491724,28903035,228871919,75040617,108639049,61118715,47080228,2656929
05/16/2022,-78209930,-22945635,-96431915,-176053121,4091137,316486993,33299183,36859212,13761742,-40246095,-280025380
05/17/2022,6739865,2830744,2475916,-6291813,-2939955,13832596,-3450272,2116623,-346086,-9546227,7702
05/18/2022,316814,-2929146,-4131272,3212027,-13359698,-3657695,72484,-1535754,440673,1696031,-11599052
05/19/2022,18120,-31264,-116295,-87710,168234,26816,-48270,0,113334,-147119,209725
05/20/2022,6308132,7711816,-511160,-708013,-3425130,2852472,3724016,-2154033,-1182163,3513168,4198222
05/23/2022,-72889,-270908,-69858,-134321,0,20438,-41243,0,-57556,-110739,-112787
05/24/2022,-371994,-285409,0,-265017,-274105,0,0,0,33825,0,-26988
05/25/2022,0,0,-169173,39652,0,377358,0,0,0,0,31065
05/26/2022,-126212,-3207710,-5687367,3310901,-81414,2109133,-204835,-152457,-1928512,489252,126036
05/27/2022,4602274,14125844,10897740,9872784,23697181,2077707,2570263,1396348,12087332,16785901,3205935
06/06/2022,0,0,0,0,0,0,0,0,0,-63118,0
06/07/2022,-331422,-111435,-1422141,-1384687,198204,1118116,0,45313,824287,-33005,-180962
06/08/2022,0,0,0,38222,0,0,0,0,0,0,0
06/13/2022,0,0,35763,0,0,166548,0,0,0,0,0
06/17/2022,-41260,-202207,0,0,-156137,0,-214553,0,0,0,-141572
06/21/2022,188800,-36400,34500,-801954,-79363,0,0,-81594,0,-96200,140223
06/30/2022,-15791,-228857,-178097,3329,-44566,-40516,5637,0,0,-40635,-263809
07/01/2022,179867,119337,-71174,114682,0,30964,34662,0,0,-50291,0
07/06/2022,19033,-459765,-513322,59759,-157522,135172,305295,26002,249270,97309,115975
07/07/2022,-1694295,-159260,-604706,-574584,-85744,-159806,19549,-25732,-78758,5900,-605939
07/08/2022,-2532380,-77332,-1805427,396077,-153239,-224372,289553,673664,-286486,199096,9340954
07/11/2022,5154520,-860216,-386790,1374962,411973,1809088,-309152,227816,427588,-158631,192115
07/12/2022,321708,-2286343,1917973,160848,-693145,235897,366832,-299265,-1157212,-57267,644824
07/13/2022,7701546,-3129397,-616542,-1329538,-326299,-2147781,-2290472,1269871,1978438,850264,7209786
07/14/2022,-1309539,-241026,-627826,-365611,434749,141010,78960,60713,-87307,58862,3426176
07/15/2022,4608335,-128297,-7556943,87151,-1346452,-31497053,-799653,-2009848,-3133566,-1563183,1512585
07/18/2022,-53166,-2067082,-793039,-1937236,20209,-567024,524209,315604,330385,-2229951,-1332383
07/19/2022,2033808,936004,-5390550,232653,213564,-2536972,-52717,-78097,-1243984,43586,-157644
07/20/2022,-937557,241081,1808173,5521891,983098,1706508,-3378855,13604,703345,311931,-8953876
07/21/2022,477564,1625992,805374,-2553017,-1474118,-743189,325947,428139,-44947,-457553,3028319
07/22/2022,-40115169,-7461896,-11546833,-7690285,-1811338,-1232872,4531198,-673019,-1785635,-4178492,-7676951
07/25/2022,-9350643,-1709478,-10821615,2019470,-255542,-7195033,-1327949,9963560,-365262,-999554,-3439446
07/26/2022,13534235,6961024,10922283,-3043380,4807983,13948168,3395392,-204914,-4708067,-10335626,-3972921
07/27/2022,-46770826,-30376526,-11503327,-26570496,-32397314,-8172414,-9314968,-4671116,-27506010,-38831047,-25393862
07/28/2022,-4210135,1814289,-2765596,14679336,750552,-69964076,672125,252722,3353327,731954,-832089
07/29/2022,-3125461,-1939947,-725306,-141249,-5322590,567243,3335898,-523213,-4312315,1844831,5267138
08/01/2022,-16247522,2669457,-721566,4400761,-5107763,-14765476,-123981,-4169266,-7135791,-1220382,-9511212
08/02/2022,-2263314,17662653,5581909,-7198437,-104126,3440390,4146656,2265546,-660980,3656757,-20992429
08/03/2022,9734552,1014036,5261066,-4663826,-6122285,-15075853,1005335,2040715,59295405,-2966821,7560328
08/04/2022,19295520,3074079,-3308126,-2819700,-2595797,272050,6210729,-2113096,-510237,-3402467,-12601040
08/05/2022,-15742732,-14823448,-74037453,-4414415,-26103355,-71757148,1644592,1843661,-33750830,-19982767,-44378200
08/08/2022,60486321,15601743,653787,-6293740,2334202,-4084759,669858,-2059240,733449,2736012,3419652
08/09/2022,9471199,-328527,-6279950,-4620811,-9887784,-2340447,9787823,13208926,2665171,3375329,2614587
08/10/2022,-3352179,-3548261,14987249,-588020,7142974,-29331391,24213238,10459370,-11277561,7060389,24710560
08/11/2022,59448299,31285465,-15943939,-18595369,1943819,-47172202,10159572,-8786002,20293333,6382763,9383769
08/12/2022,117577397,226508419,616527,-26438896,144413577,-347665,159479572,-1396048,23637524,29613589,86341715
08/15/2022,348803763,251334765,-35077731,-155637643,48126518,122746345,103935889,86903701,74009336,5079594,-91430224
08/16/2022,-1391828,-11326061,-6920679,-3957223,-23743536,-7054251,-1336144,-327575,-21920143,-18703171,1059927
08/17/2022,3444801,2923568,2873314,1667742,2145724,1942291,1243283,800348,889346,1088752,1920605
08/18/2022,0,127024,-55989,-98210,40352,0,-37207,0,0,-87455,485095
08/19/2022,0,0,-47763,0,0,0,0,0,0,0,0
08/22/2022,11135060,6917201,5887987,361208,3205330,23469615,3894365,6128609,1102042,4206852,1992883
08/23/2022,-226828,-1404190,-91852,-70725,-100415,-131647,-37570,-66203,89730,97165,-83069
08/24/2022,335424,354638,149067,217661,607457,475849,127228,81073,0,118030,328368
08/25/2022,2302284,-754582,413873,804450,-1353156,-3085593,3832014,-123756,150795,979172,-2943194
08/26/2022,0,0,0,0,0,0,0,0,0,0,-30500
08/29/2022,-220534,-62980,0,-53754,0,0,0,-374992,0,-589131,0
08/30/2022,0,0,30759,-54382,0,0,0,0,0,0,75309
09/01/2022,0,0,0,0,0,-139207,0,0,0,0,0
09/06/2022,595306,355424,691524,1191155,712274,491061,49537,144082,36184,488293,258002
09/08/2022,0,0,0,0,0,0,0,0,0,0,-42355
09/09/2022,64056,-35892,-159530,36169,0,306005,-38627,-51935,0,-47431,45927
09/12/2022,112748,67000,36700,181100,20000,-92000,86400,0,56800,0,156000
09/13/2022,0,-72924,0,0,-37982,0,0,0,0,0,0
09/14/2022,0,171388,114276,114236,-264668,0,35537,-355470,-105716,204628,79831
09/16/2022,0,0,0,0,0,-893933,0,0,178777,0,0
09/20/2022,63656,205147,0,0,248115,42418,0,0,268314,-2899,0
10/03/2022,245046,5827,82430,47036,-454139,286482,0,1625815,-416548,-260130,1703061
10/04/2022,-77634,82148,-15373,101943,34320,-347355,0,-35909,-37255,0,1942658
10/05/2022,201691,-387243,995153,1282971,442833,-595145,-13473,12899,92682,0,1669762
10/06/2022,18009,36218,110836,430000,-20871,182224,0,0,0,-36951,874882
10/07/2022,-358859,-1477112,618569,3281420,1527247,-5418758,206419,501380,-8911101,-689162,21984609
10/11/2022,-1440654,-2219728,-1329198,-2297477,-4529631,-1954785,99481,-232584,-2435764,-1230293,14232333
10/12/2022,-360999,-1444330,1239169,685154,-296740,-465101,-18876,16741,-182027,-483355,1033252
10/13/2022,-3989900,59024,4813068,-13765840,1739304,-996099,8698257,2762428,-3017728,-1187435,4711553
10/14/2022,53946,-1150935,-312867,69544,-746477,-408517,-359732,114830,75738,-82231,9682647
10/17/2022,14083526,-1054417,745952,3800293,190838,248641,3989021,324610,-864436,1646641,16885638
10/18/2022,-25268228,1063679,885915,-1013633,139753,3568750,-2902802,-791204,7001684,-649018,11891828
10/19/2022,-4486109,-6390438,-2821368,-742817,-3588715,458445,-980302,-963624,192284,950747,35381688
10/20/2022,-222137,-378885,757430,216432,359256,-4260952,-53032,160815,223034,447746,6601440
10/21/2022,2564141,-3033966,-3412547,3340974,-1173369,-3239419,-823502,2013022,-1516661,-721897,47139857
10/24/2022,6207762,285888,611360,1561850,4198118,1053653,716583,1475764,275759,634107,24876912
10/25/2022,-476019,-760835,5664416,1147960,672137,-1303554,-1911184,-1076322,-2787599,-2269602,43032891
10/26/2022,-5542506,801021,5006792,1382041,-6119361,-1731328,371092,2711536,-3351257,-2378561,47885247
10/27/2022,10279473,14668036,-950995,19758364,3021176,-24934906,206193,-3849587,-10331937,55420,78209305
10/28/2022,-1816111,-1067154,4268625,-696823,420811,1794763,433775,-2817552,-1198511,466279,49263443
10/31/2022,4799805,11318171,4607510,8258533,-660764,-202769,-2793061,-119773,-1042225,-888858,15769474
11/01/2022,2029269,9103303,8333321,19006559,13563200,-9034985,2987060,1747165,144418,3179636,103171742
11/02/2022,-3635163,-7104299,-3930409,-2303728,2723739,-2205299,-5200637,-33191125,-3316509,-2538902,44578295
11/03/2022,-803271,7716202,2886571,6042820,-4962944,-18369442,2723957,-2130188,15385350,-3368844,107421209
11/04/2022,-7193278,-5982715,-2132074,2771474,-5696684,-6418457,-15292439,-7716595,-10131915,-1717826,116613089
11/07/2022,-10467240,-2704428,-1024262,4305790,-7016589,4112078,881208,-308455,-4377083,-1112161,71307436
11/08/2022,-65564331,-42629764,-6512902,17687050,-907744,-20711375,-11662951,-4601141,-8540041,-8387749,81217592
11/09/2022,-5362657,1912102,49089212,17664134,-25481717,21958210,7524001,6620170,3986878,5018216,255528700
11/10/2022,-69952505,-17082199,16071681,11134347,-43518166,-92162141,2520379,-13465405,-82471384,-2478524,904539933
11/14/2022,-5492130,892401,144475345,532091385,55655529,12350536,118405892,30397098,-24757884,57286687,4607147903
11/15/2022,-4575327,8057071,32428321,81597990,14209378,-11266386,74307496,-2097763,1280184,-117363,560327968
11/16/2022,468174,-4981687,2191163,-2055070,-1934487,2529995,-2169400,455214,1923934,-1841701,13995420
11/17/2022,50069,0,-101474,0,0,-61206,0,-177333,0,0,548147
11/18/2022,1002434,121763,1089255,3087322,-192254,153032,-1413592,220041,569854,390453,18176944
11/21/2022,326876,-508677,-479191,2539281,-162118,-470162,-104586,95572,-124542,43477,18261582
11/22/2022,1216492,896924,-59437,269205,749153,2344466,154944,282333,-1149436,1227310,4078558
11/23/2022,-71665,0,0,32065,32472,151783,0,0,-23345,-30482,367106
11/29/2022,0,0,0,0,0,66050,0,0,0,0,0
12/01/2022,0,0,0,0,0,0,0,0,0,0,97960
12/02/2022,178083,338080,42122,171113,0,97518,213282,0,0,0,845936
12/05/2022,0,0,0,0,41500,0,0,-36847,0,0,818757
12/08/2022,0,0,0,0,0,0,0,0,0,302429,0
12/09/2022,0,-371401,-194633,0,0,0,0,0,0,0,600699
12/13/2022,0,0,0,0,0,0,0,0,0,0,360305
12/28/2022,0,0,0,0,0,0,0,0,0,0,39897
01/03/2023,43300,-79283,-38994,0,0,0,0,-1563092,0,-29560,35254
01/04/2023,-100460,148530,387976,-311445,0,5180,0,53745,353832,25633,-456178
01/05/2023,-17399,94139,-63454,0,1002,30142,0,206887,53470,-47616,210717
01/06/2023,0,-92920,-70598,51884,5690,-54517,-38554,0,-9821,-76010,-46880
01/09/2023,926037,-369004,593182,-841860,-333796,-484460,183538,-248956,283165,-105484,555382
01/10/2023,408220,-410066,802830,867563,-357428,-4844936,-317210,138463,-204726,-644331,-508758
01/11/2023,-955914,-450229,-1050591,67694,-2263843,621048,692794,-452400,-173046,58831,-472267
01/12/2023,1441470,-9267027,-6693819,-3809492,-3997007,-7830101,235194,33804,-358365,-3552154,391962
01/13/2023,245872,1404035,156724,-1044900,-263602,61049,585439,-285087,360871,886582,2530385
01/17/2023,-1240578,230753,1314190,417757,102701,-435454,1535736,-355866,1016774,-29881,2646604
01/18/2023,1004304,-1028511,349911,36167,1250643,1147699,1658909,352550,197398,117670,463385
01/19/2023,-3738050,-879602,595715,-1247805,5129627,-24936,1229402,-29886,114011,62456,1561604
01/20/2023,5815365,3623714,15184488,5668155,3687175,2297478,-1143821,1461470,-882494,3489564,1458494
01/23/2023,-3672507,-2719028,1699916,-1275117,-1700843,-1411656,2834278,3796427,-3265658,-5493365,-4733692
01/24/2023,27132059,492413,33224234,-320288,31884242,68646955,-1904234,1138431,18922931,16216788,31378671
01/25/2023,-1961555,-1068457,1083239,-160490,-3255374,-2049070,-5476194,-111041,-394379,149943,-4964442
01/26/2023,-1254075,-1352731,-2780685,1070620,-4444553,-903319,846639,2669388,-2539565,117141,1692957
01/27/2023,2345448,3216952,-543515,-559710,610724,-452269,-1158579,2171915,743410,-237625,4638800
01/30/2023,-824566,-20291184,-11474280,1835098,4859572,-283094,-3973684,-7441063,233668,-3968231,-44287928
01/31/2023,1687332,-719557,-1428156,115479,-891513,4853348,-445129,-379633,-1059290,541997,7156383
02/01/2023,23568653,20569170,-4449628,-96872,9949490,-8251194,151519,6320021,-4593227,-1881955,-16493863
02/02/2023,-2942086,-2177872,950870,1150595,4472507,764908,-5242242,1951845,322321,-239214,7443729
02/03/2023,-396089,-2989794,-3460014,-10177305,10647058,-6456384,-8233926,-190276,4580392,-462329,-11816459
02/06/2023,-20010497,-22278624,3395489,-3906640,89942,10637383,-2617879,-1947932,2017984,-12019716,331670
02/07/2023,-2933627,-843547,229193379,950913,3937132,6420107,-1290732,904579,147676349,-10195970,-10350937
02/08/2023,-1548552,-5821256,8656097,-2485270,-12328411,-8464848,9557419,210153,2109140,4874536,-943367
02/09/2023,-1901982,9938898,6284172,-15704575,2099840,-11450382,10643455,21312814,-5164665,3207230,15517314
02/10/2023,-14496095,-32499843,31409811,-34250918,5481042,-9236101,11921464,60236423,-5623839,41311531,-15333132
02/13/2023,108545931,47171350,9834831,146648500,-71114587,110777105,85566364,92296481,-39211519,58980490,-5910864
02/14/2023,198004248,85724504,48515304,66792124,101716220,-157639594,-24325523,173964141,-32464216,136476001,135699950
02/15/2023,433661463,676235441,314515858,148207152,337802837,751058863,187360479,42918951,202532040,203779680,546565319
02/16/2023,-1764497,-3001090,-1678158,-969093,-3207631,-2030011,-1110775,-210132,-1511903,-614491,-2766531
02/17/2023,-2373313,-1472475,-793986,466406,-2111265,-306583,195797,-795756,-68199,-707266,-2123091
02/21/2023,-2859393,-3227126,-1520424,-2416114,-2055796,3004549,7152669,-364308,-1307553,422633,-3663205
02/22/2023,22198,-365010,158800,429600,101271,558732,-72540,44179,0,201137,-214841
02/27/2023,120939,365699,154840,0,116361,-280950,0,0,-221887,0,558038
02/28/2023,-155267,-244500,-101953,-812873,-81796,-244987,0,0,0,-399609,-265545
03/01/2023,0,37366,0,0,-32949,0,0,0,0,0,89615
03/06/2023,-307933,-2171988,27743,-87427,85810,710753,214774,-786218,-116490,1172962,740128
03/07/2023,626,0,0,0,0,0,0,0,0,0,78882
03/08/2023,0,0,0,0,108915,51381,0,0,0,86519,0
03/10/2023,-112457,0,0,0,0,0,0,0,0,35481,0
03/22/2023,0,-845718,-84907,0,0,0,0,0,0,0,-86227
03/23/2023,-356456,35389,34457,0,0,53912,0,0,-65420,77645,0
03/27/2023,33825,0,38746,0,0,103059,0,65661,0,120347,35322
03/29/2023,0,0,0,39383,0,62630,0,0,0,0,0
04/03/2023,-211052,72607,12302,29745,77032,420284,0,0,62824,-285114,114486
04/04/2023,-108354,0,2399896,-13807554,0,189078,219654,0,-5166,-1235044,42480
04/05/2023,211382,271210,144874,72787,-1170138,-340110,78393,83259,-132119,37190,757453
04/06/2023,-189929,-68899,124943,67468,238158,191428,35470,117705,-504602,106347,-170179
04/07/2023,322173,-141580,0,-70167,-42293,-182538,0,0,-147580,0,-78491
04/10/2023,331735,285250,263228,15284,556549,-176521,67681,-242227,353339,383828,273073
04/11/2023,-715580,-107964,-334773,-3613718,317235,-1447618,-2531465,-364680,422998,416414,-815956
04/12/2023,6051040,3522070,3228228,3817429,-22745722,-15454933,2766557,-211677,1796533,-652709,-1156268
04/13/2023,185206,676612,5726662,2115415,-84966,-10378,-684088,4547257,4114211,-723816,-3545349
04/14/2023,1352208,1676854,1415235,-499736,2952259,-576799,1698268,217954,266512,-758085,5122082
04/17/2023,723669,269834,-1594108,272932,-276435,726448,-90523,-437308,661209,517103,-646708
04/18/2023,-4307264,2292210,1476347,-1416048,2106143,2229919,3455274,392255,1080753,-1404666,-1999299
04/19/2023,27450528,18406971,3615794,12219171,15273802,8017606,7642451,4727070,4548183,5307593,11928600
04/20/2023,1595441,-488496,2633062,788957,-1065484,9905007,6861740,233040,166024,1059914,2556277
04/21/2023,-9609866,-5932690,-10475661,-8360370,-5429676,-4139325,-257304,-1285524,-106524,-4015105,-1366397
04/24/2023,1612934,-2060980,-2397610,437502,571747,-513446,-1235982,-1277,2195191,3809410,-990200
04/25/2023,-315914,1046870,1567999,-464371,-926578,869445,-82972,238787,592606,282258,-294039
04/26/2023,6883676,-5495288,694205,1733635,-4979726,-6831426,3964750,-1235207,-2116319,-655561,-8034451
04/27/2023,-1126227,-368693,-3756134,1243780,3816308,-5042867,3836163,-8403936,-2614810,-863616,-7689522
04/28/2023,2149678,2481831,-901012,-2550712,35188561,-893579,1298431,966835,-1056662,-6329075,-2912086
05/01/2023,-9748957,891512,22654438,8160324,2587746,1158603,-120093,-1054089,20155225,2636965,-13687602
05/02/2023,-9583480,17346211,-10747291,-160094,-5858880,20333633,-5522066,768770,-11779252,4402203,-7545703
05/03/2023,-1947070,-2554918,160407,-2750329,2757573,-3189586,714019,2572176,5859196,743232,-6695498
05/04/2023,-25578365,-41412103,-32688343,-19007659,-8552455,-30982102,13505141,-4906662,-74268877,-10240543,-31291221
05/05/2023,-7965451,-4475180,-3810490,-1118962,-3428463,397999,-142781,2053551,2920621,-37465913,-8331960
05/08/2023,11882749,11077850,10852764,-2245617,14993378,15287622,16798068,521151,4119620,1663117,24117673
05/09/2023,-20567582,-6999167,-72142644,1430047,3964231,-11012908,-453376,-11760292,-3311128,-5707068,9008857
05/10/2023,-7178950,-7003538,16244517,-3007733,15826841,21001565,19113328,106459,-11253546,8828588,-12865229
05/11/2023,145154587,-2857251,4215833,-16233542,7220999,-108841481,12814715,-6924250,36248026,18032751,-55378882
05/12/2023,-30924199,64802642,-109054792,-109177936,51804507,-63996802,23724391,-1664598,-203327113,10427894,30637372
05/15/2023,-242545039,-779469615,-456438224,-246932020,-82939992,-821128748,-160504170,-26982935,-72178317,-119597702,-501017537
05/16/2023,-26192856,-5446096,-2467045,15756177,-6900127,-5812919,-13158440,-625579,-6115037,1205403,-16564198
05/17/2023,41892756,37200620,21088536,16360657,12705039,17546901,10526411,7425205,3666292,24645422,32527746
05/18/2023,338569,548017,106381,53263,184558,-460744,319508,-704701,-54920,40829,-420577
05/22/2023,2436856,-6337112,-4012082,2101817,-5121895,-681707,-820145,-510227,6644135,-4021934,1187320
05/23/2023,453421,74398,242987,383105,-54276,-75921,0,0,0,65265,35420
05/24/2023,-35564,0,0,0,0,54676,0,0,0,0,0
05/25/2023,47210,0,0,-60804,0,0,105000,0,0,0,363463
05/26/2023,0,0,0,0,0,0,0,-45073,0,0,-58320
05/30/2023,0,7293,0,-189081,0,-34114,0,0,0,0,0
06/01/2023,0,0,0,0,0,0,0,0,2385074,0,16623
06/05/2023,-1408970,4091822,-592270,2203022,303638,708190,6322961,192249,215892,656607,-1420472
06/06/2023,-579366,0,0,64194,270146,0,0,0,-54966,0,0
